ID,Edad,Ingresos,Monto_Inicial,Scoring_Crediticio,Meses_Empleo,Num_Creditos,Ratio_Interes,Duracion,Ratio_Deuda_Ingresos,Estudios,Posesion_Hipoteca,Personas_Cargo,Fiador,Impago,Prima,Tipo_Jornada_Laboral_Desempleado,Tipo_Jornada_Laboral_Jornada completa,Tipo_Jornada_Laboral_Tiempo parcial,Estado_Civil_Divorciado,Estado_Civil_Soltero,Cluster_KMeans,probabilidad_impago
A7G32G,29,51770,16848,470,58,2,19.6,12,0.37,2,1,1,1,1,292.95,0,0,0,0,1,1,0.6224682691171152
JV4OWO,55,44534,11615,504,302,2,15.95,12,0.25,0,0,1,0,0,122.77,0,0,1,0,0,0,0.4185040446096104
CBEAIF,62,43580,14188,493,310,1,3.18,60,0.1,1,1,1,1,0,161.86,0,0,1,1,0,0,0.13857394261843736
PFL32B,69,37620,13176,419,396,1,10.87,12,0.33,0,0,1,0,0,120.55,1,0,0,0,0,0,0.26192415500020644
9Y0EG9,63,63267,21245,801,408,4,4.49,36,0.12,1,1,0,0,0,102.27,1,0,0,1,0,1,0.22757099812565446
LXMU7C,24,29991,7270,476,26,4,2.48,12,0.24,1,0,1,1,0,69.97,1,0,0,0,1,0,0.5000916027849267
4SK8RG,28,27433,10064,329,85,4,7.27,60,0.1,0,1,1,0,0,146.24,0,0,0,0,1,0,0.5608903310534449
CJFRQQ,47,55581,20961,306,250,4,6.41,12,0.35,1,0,0,0,1,220.4,0,0,0,0,0,1,0.43747479276901485
79WSE4,45,53280,45364,723,199,3,5.27,48,0.24,1,1,0,0,0,291.83,0,1,0,0,0,1,0.2965657172248496
G5HA0F,49,52120,44329,826,246,4,5.37,24,0.44,1,0,1,1,0,292.88,0,0,1,0,0,1,0.24540048077553914
2PJ622,18,24891,5000,589,0,2,8.29,24,0.1,1,0,1,1,1,38.91,1,0,0,0,1,0,0.5973230123181615
LR5UCW,57,27907,6631,388,421,2,14.97,36,0.1,0,1,1,1,0,88.65,0,1,0,0,0,0,0.2762838591255079
WFSAGB,56,34152,16204,636,311,4,24.77,12,0.53,0,1,0,1,0,292.35,0,1,0,0,0,1,0.4559800082432343
V7R2RH,54,58485,42315,769,292,3,6.96,12,0.55,1,1,1,1,0,275.15,0,1,0,0,0,1,0.1745263943516486
OVJ8X6,63,30453,28217,715,403,1,6.33,36,0.32,0,1,1,1,0,165.94,1,0,0,1,0,1,0.1588353409400668
160PAP,56,49942,26411,436,263,3,22.25,36,0.19,2,1,0,0,0,474.42,0,0,0,0,0,0,0.5450540528348334
Z1R9T8,61,69649,35454,569,376,2,11.19,12,0.5,1,0,0,0,0,369.36,0,0,0,0,0,1,0.31656177058749607
A4JZRR,29,36406,23511,711,61,2,18.85,60,0.11,1,0,1,1,0,193.54,0,0,0,0,0,0,0.6000700150601807
WBPOP1,37,26226,20092,635,145,4,13.22,36,0.28,0,0,1,0,0,247.16,1,0,0,0,0,0,0.5900737340900314
AKS5YD,34,25024,7834,777,104,3,10.98,60,0.1,1,1,0,1,0,45.06,0,0,1,0,0,0,0.45837164010707937
QXWK9B,27,22556,6135,569,29,2,15.8,60,0.1,1,0,0,1,1,64.44,0,0,0,0,0,0,0.6321788738883207
S3BY52,36,73457,78776,636,95,4,13.53,48,0.25,3,1,0,0,0,800.0,1,0,0,0,0,1,0.6188452726512746
7WRDW9,53,32474,7051,567,331,4,10.78,12,0.22,0,1,0,0,0,66.71,0,0,1,0,0,0,0.39320215321261914
GR100G,68,56053,26379,730,455,4,24.75,12,0.43,1,1,1,1,0,336.28,0,1,0,1,0,1,0.2969093284885819
F4AU5H,65,65053,33043,653,380,2,10.07,12,0.48,2,1,0,0,0,252.79,0,0,0,0,0,1,0.24130245484115484
APN9QU,56,31649,12026,569,300,1,7.25,60,0.1,0,1,1,1,0,106.75,0,1,0,0,1,0,0.1684286040632035
QRO672,34,38761,32141,837,77,4,21.09,24,0.37,3,0,1,1,1,312.08,0,0,0,0,0,1,0.5987475085027999
MW1NY7,69,50997,9449,473,539,4,21.34,36,0.1,0,0,0,0,0,152.01,0,1,0,0,0,0,0.40012687070832276
BBGG98,18,22985,6244,576,0,4,10.74,60,0.1,1,1,1,1,0,96.87,0,0,1,0,1,0,0.6100625068213585
NTYJO0,24,36766,8256,695,0,1,3.51,60,0.1,2,1,1,1,0,55.45,0,1,0,0,1,0,0.3262505006608118
VWP0WW,29,53731,16933,358,24,4,6.41,60,0.1,3,1,0,0,0,253.32,0,0,1,0,0,0,0.5814586096136966
WSPHVZ,60,44642,48006,780,397,1,14.28,12,0.55,1,1,0,0,0,313.43,1,0,0,0,0,1,0.34123427555644376
DYKC4Z,63,47199,22253,665,456,1,2.93,48,0.12,0,0,1,1,0,103.42,0,0,1,0,0,0,0.13203994081832637
2VSG8A,31,50157,24842,786,50,4,8.43,48,0.11,3,1,1,0,1,177.24,0,0,0,0,0,0,0.4762868861615025
TIP41V,63,66955,21509,371,380,3,22.31,48,0.1,1,1,0,0,0,408.95,0,0,1,0,0,0,0.5002189778254538
3O1IWS,33,42959,36808,554,139,2,16.22,48,0.24,1,1,1,0,0,611.35,0,1,0,0,0,1,0.5414092691144821
D9V8WZ,27,54408,58698,825,9,3,5.43,24,0.46,3,0,0,1,0,318.19,0,0,1,0,1,1,0.4501027951395728
YDH29B,27,31533,14312,513,110,2,5.22,60,0.1,0,0,0,0,0,125.9,0,0,1,0,1,0,0.5490603574156547
QC7Z9T,59,73324,60057,662,327,3,20.32,60,0.14,2,1,0,0,0,770.54,0,0,0,0,0,1,0.4504896357589547
RC4T6N,58,111157,80000,829,343,2,2.2,24,0.39,3,1,0,0,0,386.0,1,0,0,0,0,1,0.21088611069999053
793TSZ,51,41851,24748,787,219,1,12.15,36,0.22,1,0,0,0,0,122.16,0,0,1,1,0,1,0.3733103543862343
M7ZVE9,54,28945,16901,773,314,2,12.41,12,0.55,0,1,0,0,0,115.3,0,0,1,0,0,1,0.3469521909273296
WFLTPG,37,33201,23723,749,211,1,8.74,24,0.32,0,1,0,0,0,129.44,1,0,0,0,0,1,0.4672276083213938
F0LK49,23,19143,15278,709,18,3,15.87,48,0.22,1,0,1,1,0,141.87,0,1,0,0,0,0,0.5790951852233722
WA43A4,69,50678,20739,470,421,4,21.0,48,0.1,1,0,1,1,0,424.24,0,0,0,0,0,0,0.33992998533679947
3MEN3D,42,30606,36014,795,167,2,15.96,36,0.42,0,1,1,0,0,295.92,0,1,0,0,0,1,0.4142284234571916
EAYV57,67,38736,16867,620,414,1,3.9,48,0.11,0,1,0,0,0,102.41,0,0,1,0,0,0,0.16574588119315217
0945FC,35,73828,48067,502,64,4,17.8,36,0.21,3,1,1,0,0,800.0,1,0,0,0,1,1,0.6719255739245703
14T5M6,64,29634,6320,654,339,2,17.91,24,0.1,0,0,0,0,0,40.9,0,0,0,0,0,0,0.3765271509976993
B6ML33,59,38087,5000,303,332,4,10.38,24,0.1,1,1,1,1,0,69.7,0,1,0,1,0,0,0.23856321478426468
9AM7HW,40,35919,23387,764,163,3,5.91,36,0.23,1,1,0,1,0,114.89,0,1,0,0,1,1,0.28338067438731185
15PCNI,42,28510,14900,529,217,2,22.07,60,0.1,0,1,1,1,0,277.14,0,1,0,0,0,0,0.4905525649429962
6LI52L,56,70511,36632,520,358,1,23.18,36,0.16,1,1,1,0,0,547.31,1,0,0,0,0,1,0.5179904521167205
IQ21TZ,43,36149,12139,454,206,3,8.95,60,0.1,1,0,1,0,0,169.65,1,0,0,0,0,0,0.48174438296930866
N6S73N,29,28834,17776,452,62,4,9.73,60,0.11,1,1,1,1,0,324.26,0,1,0,0,0,0,0.4597213950019255
NRRMLN,42,36277,21578,356,237,1,21.52,24,0.27,0,1,1,1,0,308.7,0,0,1,0,0,0,0.5458849953724271
1HFYI2,62,64205,28461,607,368,1,20.06,60,0.1,1,1,1,0,0,368.92,0,0,1,0,0,0,0.36591601319444583
2KS93A,28,46074,34010,817,24,3,9.61,48,0.18,2,0,0,1,0,168.35,1,0,0,0,1,1,0.5467938692998517
VW9OGS,68,40190,24485,592,432,2,12.45,48,0.14,0,1,1,1,0,291.44,0,0,1,1,0,0,0.18820175804753475
B7CSGO,42,39877,24323,559,173,2,19.14,60,0.13,1,1,0,1,0,365.37,1,0,0,0,1,0,0.5700989630287371
HLM5QH,35,40028,18900,454,115,3,15.42,36,0.17,2,0,0,0,1,243.96,0,1,0,0,0,0,0.6064603420554617
B1JN31,38,33868,17283,557,193,2,13.34,60,0.11,0,0,0,1,0,177.39,0,1,0,0,0,0,0.44986436627334087
2ZSOP7,34,29644,8625,616,116,1,18.4,24,0.16,2,1,1,0,0,81.18,0,0,0,0,1,0,0.5847902211684799
QQCXNE,29,29455,7271,477,115,3,17.22,24,0.13,0,0,0,0,0,90.32,1,0,0,0,0,0,0.7534927232251369
RILR6F,62,45473,59415,785,359,2,19.23,36,0.45,1,0,0,0,0,484.97,0,0,0,1,0,1,0.39117645516256233
8LLLKO,55,91341,36769,331,296,2,2.51,48,0.1,2,0,0,1,0,323.82,1,0,0,0,0,0,0.26559094563123964
NJY1MA,29,32058,5363,386,85,3,15.21,48,0.1,1,1,0,1,0,81.96,0,0,1,0,0,0,0.6325752407801651
TKPE4F,33,53089,36052,715,78,1,16.04,12,0.55,2,0,0,1,0,282.75,0,0,1,0,0,1,0.548332479450572
QIMTZF,32,31410,21910,828,101,1,2.8,24,0.36,1,1,0,0,0,84.87,1,0,0,0,0,1,0.4071115925890125
F3R7KD,27,43904,29205,631,18,4,24.93,36,0.22,2,0,0,1,0,410.08,0,1,0,0,1,1,0.7356248212629338
ZS8XCE,38,29717,10572,311,205,2,10.46,48,0.1,0,0,0,0,0,96.64,0,0,0,0,1,0,0.5545352995117645
4PA5ZG,64,41020,17734,547,483,3,15.56,36,0.15,0,0,1,1,0,235.57,0,1,0,0,0,0,0.24497558184334664
0868KX,35,35790,47971,842,112,1,7.39,60,0.25,1,1,1,0,0,246.07,0,0,1,0,0,1,0.3757952974995194
4YX78X,62,30807,16705,685,387,3,23.51,48,0.15,0,0,1,0,0,171.13,1,0,0,0,0,0,0.49861341374170653
WXZT4N,30,24821,5588,504,104,3,2.84,24,0.12,1,1,0,0,0,49.34,0,0,0,0,0,0,0.4659456757257197
HVOR53,65,43350,10242,319,435,3,8.38,12,0.23,1,1,1,1,0,125.73,0,0,0,0,0,0,0.19881568616789666
64AT9V,28,29493,7504,438,55,1,21.57,36,0.1,1,1,0,1,1,93.46,0,0,0,0,1,0,0.6875536061558126
4KJO7N,28,49829,19222,511,45,4,19.14,12,0.41,2,1,1,1,0,504.37,0,1,0,0,0,1,0.6050994794252023
A0UGS7,25,30414,20338,771,41,1,7.44,36,0.22,1,0,0,1,0,67.69,1,0,0,0,1,0,0.5151761236906452
12VOCB,30,47230,18023,534,45,1,8.9,36,0.12,2,1,1,1,0,187.24,0,0,0,0,0,0,0.42049766952261886
H0VWLQ,60,37837,12128,442,370,1,24.88,24,0.16,0,0,1,0,0,136.69,0,1,0,1,0,0,0.4515002502647112
XASTOL,56,71812,22594,805,243,3,6.06,60,0.1,3,0,0,0,0,108.71,0,1,0,0,0,0,0.23630156098895516
B0UCO4,28,39181,7949,407,62,2,16.34,12,0.23,1,0,1,1,0,101.63,0,0,0,0,1,0,0.6158444501575508
U4P6MQ,39,34406,6047,322,169,1,15.21,36,0.1,0,0,0,1,0,57.63,0,0,1,1,0,0,0.5420695012830232
JJ8PBT,47,87483,64583,575,245,3,16.44,12,0.55,2,1,0,0,0,800.0,0,1,0,0,0,1,0.46615972021439495
9M9HHX,64,34112,12991,667,461,1,3.34,24,0.21,0,0,1,1,0,62.36,1,0,0,1,0,0,0.14620768224919287
PKN88T,56,39625,13202,796,373,1,2.3,60,0.1,1,1,1,0,0,62.01,0,1,0,1,0,0,0.14039971538402496
F4ZQ94,33,51559,26655,354,48,2,19.48,36,0.16,3,0,0,1,1,354.63,0,0,1,0,0,0,0.6728160562188279
O667BU,43,51180,21317,550,209,4,6.38,60,0.1,1,0,1,0,0,239.59,0,0,1,0,0,0,0.4052626085260703
JITDL0,46,53443,59463,756,240,2,10.79,24,0.48,1,0,0,1,0,315.3,0,1,0,1,0,1,0.3070936184775308
JSL91H,57,24468,14800,708,345,1,4.43,48,0.14,0,0,1,0,0,61.39,1,0,0,0,0,0,0.2347491787389875
1RRBHQ,27,40092,11135,616,39,1,9.36,48,0.1,1,1,0,1,0,80.61,0,0,0,0,1,0,0.4830629091476897
ZR855H,58,29215,20617,708,362,2,14.88,24,0.35,0,0,1,1,0,143.57,0,0,0,0,0,1,0.281778883681288
2YLAPL,35,33008,15504,481,147,2,19.21,36,0.14,0,1,1,0,0,233.72,0,1,0,0,0,0,0.5815044066857299
LV8YOQ,27,41959,9142,376,38,3,5.18,12,0.23,2,0,0,0,0,75.64,1,0,0,0,1,0,0.6193480342816845
4Q2AJA,49,78071,38031,603,200,1,17.56,60,0.11,2,0,0,0,0,398.27,0,0,0,0,0,1,0.5019067105807985
OCOQST,39,38138,24246,658,171,2,16.66,60,0.14,1,0,0,0,0,226.21,1,0,0,0,0,0,0.6302037053283865
6KDUR9,34,51080,24130,493,89,1,6.35,24,0.22,2,0,1,0,0,199.93,0,1,0,1,0,1,0.39098703664663165
0VQ6MZ,27,33599,25678,754,41,4,9.19,24,0.38,1,1,1,1,0,191.38,0,1,0,0,1,1,0.41872635187453305
DLEQ3R,39,49965,17079,568,181,3,7.18,24,0.19,1,1,0,0,0,128.29,0,0,0,0,1,0,0.4410833134614916
AZR7WB,59,52694,16958,333,329,2,23.52,12,0.31,1,0,0,1,0,227.29,0,1,0,0,0,1,0.45051802511670785
XPJJQO,48,36921,9655,325,201,1,24.53,24,0.13,1,0,1,0,1,114.97,1,0,0,0,0,0,0.6644547671960523
80ITYQ,43,58800,49256,708,201,2,19.4,24,0.37,2,0,0,0,0,407.49,1,0,0,0,0,1,0.6265429347336469
5UYLGA,38,42330,18131,467,173,4,8.08,24,0.21,1,1,1,0,0,285.48,1,0,0,1,0,0,0.4984449074731856
ZTBUMP,29,49172,25011,663,9,1,15.91,12,0.47,3,0,1,1,0,198.97,0,1,0,0,0,1,0.4975375270512405
ZA4DVZ,19,16000,5000,798,22,2,5.3,48,0.1,0,1,1,1,0,21.63,1,0,0,0,0,0,0.4834879493026255
37665D,45,35980,28069,639,258,1,7.73,60,0.16,0,0,0,0,1,155.55,0,0,1,0,0,0,0.38673795678902845
T9D53E,36,80848,21387,310,126,2,21.17,24,0.15,2,1,1,0,0,333.42,0,0,1,0,0,0,0.6774481328176998
JSX9FH,36,32072,17972,678,171,4,21.75,12,0.55,0,0,1,1,0,249.34,0,0,1,0,0,1,0.6228634958706006
SHR9S1,45,48067,25806,544,203,2,8.55,12,0.55,1,1,0,0,0,369.6,0,1,0,0,0,1,0.3522699714313034
YLF4YJ,24,16000,5008,732,46,2,6.92,36,0.11,0,1,1,1,1,22.72,1,0,0,0,1,0,0.47295362999633433
PDHCBZ,33,70547,59334,799,45,4,22.32,60,0.18,3,1,0,0,0,609.66,1,0,0,0,1,1,0.7414379604481585
FUXI0Y,51,46203,6592,440,220,2,15.11,60,0.1,1,0,0,1,0,89.52,0,1,0,1,0,0,0.37554300756734155
XC4ZX5,57,38893,33993,831,436,1,22.46,48,0.2,0,1,1,1,0,249.69,1,0,0,1,0,1,0.38064728763619043
Z2IS73,24,22056,5000,607,23,4,5.49,60,0.1,1,0,1,1,0,50.08,0,0,0,0,1,0,0.4841063731394458
73Q6IA,54,56015,26059,735,268,2,9.02,48,0.1,1,0,1,1,0,146.15,0,0,0,0,0,0,0.23646687332354882
MP2TDT,51,41661,20057,311,278,3,16.32,12,0.42,1,1,1,1,0,448.19,0,0,1,0,1,1,0.4185831195827388
DP2DTW,32,64466,44639,841,56,3,7.55,60,0.13,3,0,1,1,0,233.63,0,0,0,1,0,1,0.38656455834344267
QUC79X,19,16947,5000,513,17,2,19.25,48,0.1,0,0,1,1,0,75.13,0,1,0,0,1,0,0.6787071531309398
STM86X,49,40347,9384,346,308,3,23.42,60,0.1,0,0,1,0,0,174.64,0,0,0,0,0,0,0.6265952724986658
KUTKIJ,21,20848,7577,848,0,3,20.3,48,0.1,1,0,0,1,0,51.43,0,0,1,0,1,0,0.7239401175560982
4WU7YJ,66,52616,17815,549,365,3,4.35,48,0.1,1,1,0,1,0,200.42,0,0,1,0,0,0,0.16296499169396914
1ULY3C,20,16000,5000,785,9,1,8.01,48,0.1,0,0,0,1,0,17.65,0,1,0,0,1,0,0.4782700775470792
G4TXIX,55,39412,18653,762,386,4,2.13,12,0.41,0,0,1,0,0,93.78,0,0,0,1,0,1,0.21466860678262417
VETG4T,57,78295,12203,436,264,2,21.5,24,0.1,2,0,0,1,1,149.59,1,0,0,1,0,0,0.5086907728791477
C1HBLK,39,61230,23341,374,143,1,7.54,48,0.1,2,0,0,1,0,184.97,0,0,0,0,0,0,0.40792939566592645
OCPAVW,40,55409,31082,596,150,4,16.65,48,0.13,2,1,1,1,0,620.85,1,0,0,0,0,0,0.534266824888916
SI4PVG,50,45256,25961,659,284,2,5.74,60,0.13,1,1,1,1,0,182.43,1,0,0,0,0,0,0.24972143515802225
GOJWPZ,19,16000,5000,418,17,2,9.14,48,0.1,0,0,1,0,0,55.17,0,1,0,0,1,0,0.6050342931507405
65WSHU,61,59158,28365,735,356,4,19.97,36,0.18,1,1,0,0,0,277.12,1,0,0,0,0,1,0.4741434464187516
TPM2LF,23,19674,5000,778,18,4,23.67,12,0.24,1,0,0,1,1,33.29,0,0,1,0,1,0,0.7698846382358432
2M50BR,50,73319,62119,791,271,2,13.02,48,0.24,2,1,1,0,0,478.48,0,0,0,0,0,1,0.34437323019811716
6LY846,49,27561,24422,575,265,2,20.9,12,0.55,0,0,1,0,0,361.59,0,1,0,1,0,1,0.48376495786270435
ADDOKR,20,16801,5000,585,0,1,6.89,36,0.1,1,0,1,1,0,32.97,0,0,1,0,1,0,0.5056971821492398
DHLB72,35,30322,19009,706,124,3,7.55,12,0.55,0,1,0,0,0,122.2,0,0,0,0,0,1,0.46053577713767396
9F4I2N,23,21310,6668,683,0,1,18.56,24,0.15,1,1,1,1,0,51.3,1,0,0,0,1,0,0.6541313183611049
P0AM8N,41,37649,38251,717,139,3,16.47,24,0.47,1,1,0,0,0,445.85,0,0,0,0,0,1,0.5456195320027067
CDVR75,32,82423,41488,542,52,3,9.87,60,0.11,3,1,1,0,1,727.41,0,0,0,0,0,1,0.5140660171459008
4WZJK9,45,63527,51093,689,224,3,6.2,12,0.55,2,1,1,1,0,488.51,1,0,0,0,0,1,0.29929752329012627
S3UDCJ,48,65302,37049,516,283,3,18.91,12,0.5,2,1,1,1,0,800.0,0,0,1,0,0,1,0.45371049235168637
ZR08TP,31,45145,11553,307,50,3,10.36,12,0.29,3,1,1,1,0,147.15,1,0,0,0,0,0,0.5469715425510513
CBDV8F,64,55245,41652,811,411,1,2.07,12,0.55,1,0,1,1,0,186.75,1,0,0,0,1,1,0.1265815017749611
XR3JTE,45,48935,9626,311,206,3,8.07,36,0.1,1,1,0,0,1,112.89,0,0,0,0,1,0,0.44207773236084824
N2XOVP,34,28584,17058,480,168,2,10.93,60,0.1,0,0,1,0,0,195.15,0,0,1,0,0,0,0.5397064373829319
RW8YY8,63,96715,50661,614,418,3,10.43,48,0.15,3,0,1,1,0,482.74,1,0,0,1,0,1,0.24842730949719108
KUW2P9,65,54562,17432,347,482,3,15.0,24,0.18,0,1,0,0,0,228.08,0,0,0,0,0,0,0.3630999179898741
03OPL7,68,33395,8681,409,489,3,4.07,12,0.26,0,0,1,0,0,72.38,1,0,0,0,0,0,0.21463931401939562
1V43J1,27,33596,31031,689,16,3,14.78,36,0.31,2,0,1,1,0,349.48,0,0,0,0,1,1,0.5727767465043768
O7XWLL,26,29879,9342,335,24,4,7.78,24,0.17,2,0,0,1,0,87.68,0,1,0,0,1,0,0.5394805811286505
G6W1TQ,50,85416,27981,843,209,3,16.95,36,0.11,3,0,1,0,0,200.13,0,0,0,0,0,1,0.4342207682553313
6YHB7V,21,19769,5000,577,20,1,5.14,24,0.14,0,0,0,0,1,24.46,0,1,0,0,1,0,0.5214173125933552
JQCRWP,36,29797,30735,735,157,2,12.46,36,0.35,0,0,0,0,1,212.35,0,1,0,0,0,1,0.4890590590847092
4WY2W2,41,51757,35533,652,162,1,2.12,12,0.55,1,0,0,0,1,197.85,1,0,0,0,0,1,0.3677719614768764
HC2J7T,39,50501,21226,829,138,1,24.66,36,0.14,2,0,0,1,0,104.79,1,0,0,0,1,0,0.6457321208380302
IZAAXF,31,57739,57439,589,74,3,10.75,48,0.27,2,0,0,1,1,635.28,0,1,0,0,0,1,0.483565222409462
9JAJ3Y,31,34785,19220,658,73,4,17.53,12,0.51,1,1,0,1,0,290.0,0,0,0,0,0,1,0.6135512892775421
XJQ4OX,64,27524,13276,674,450,2,21.77,60,0.1,0,0,0,0,0,116.03,0,1,0,0,0,0,0.39008795091697834
T5PD4S,60,65141,18443,450,351,4,22.98,36,0.1,1,0,0,0,0,318.79,0,0,0,1,0,0,0.5551616687969991
KCM89J,64,34228,15632,447,464,1,7.52,60,0.1,0,1,0,1,0,154.09,0,1,0,0,0,0,0.16315945707976026
CDTFIB,32,46732,15921,414,52,2,4.53,36,0.13,3,0,0,1,0,129.37,1,0,0,0,0,0,0.478124355444071
UAYFNC,33,35953,10538,667,119,1,19.77,12,0.29,1,0,1,0,0,69.69,0,1,0,0,0,1,0.5858484816313732
99TO8Y,41,47478,39046,707,197,2,8.15,36,0.25,1,1,1,1,0,260.03,0,0,0,0,0,1,0.3039162414253136
A8UQ7J,63,46856,18877,823,357,2,7.98,12,0.41,1,0,1,1,0,80.54,0,0,0,0,0,1,0.1623988629204914
VPTFDC,32,42404,16841,753,53,3,14.5,60,0.1,3,1,1,1,0,142.63,0,1,0,0,1,0,0.44262115799975044
J04BE0,50,26524,5000,604,317,3,15.59,36,0.1,0,1,0,1,0,47.0,1,0,0,0,1,0,0.44705812989750493
O69OSD,32,41736,24542,687,101,2,19.04,12,0.55,1,1,0,1,0,285.39,0,1,0,0,0,1,0.5472919154346128
6NE1H8,56,51290,9703,348,298,1,4.89,24,0.1,1,1,0,0,0,71.59,1,0,0,0,0,0,0.3054550155824105
F9QVUO,44,29065,10814,540,252,4,14.09,12,0.39,0,1,0,0,0,171.02,0,0,1,0,0,1,0.5323162863126208
19103I,35,76725,76090,618,109,2,20.29,24,0.47,2,1,1,1,0,800.0,1,0,0,0,0,1,0.6001938198010246
TV0COG,55,26879,16948,839,337,3,20.0,36,0.18,0,1,1,1,0,120.79,0,0,1,0,0,0,0.35837263011292236
G7HUMM,23,28625,5000,394,20,2,14.43,24,0.1,1,1,0,0,0,58.8,1,0,0,0,1,0,0.7412351563466492
BL27FD,23,20134,5000,376,58,3,3.19,48,0.1,0,0,1,1,0,49.74,1,0,0,0,1,0,0.5228386733596478
HT12HV,25,25876,17585,463,77,2,20.02,36,0.23,0,1,0,0,0,281.07,0,0,1,0,0,0,0.7584037337068517
2YHCKX,69,54249,22516,473,486,1,3.54,12,0.47,0,0,1,1,0,187.93,0,1,0,1,0,1,0.10167455802153876
9TKJNO,39,56375,38082,629,112,3,6.49,60,0.15,3,1,0,0,0,360.54,0,0,1,0,1,0,0.4301897093945104
VMN21Y,69,57161,20229,460,416,2,2.41,36,0.13,1,0,0,0,0,159.81,0,0,0,0,0,0,0.1749680710901827
FYFWGZ,61,38770,18320,551,459,2,23.33,60,0.1,0,0,1,1,0,246.05,0,0,0,1,0,0,0.39923597660282617
PM5DZ3,44,26200,17197,495,207,3,12.87,60,0.11,0,1,0,1,0,293.53,0,1,0,1,0,0,0.3864434595250211
4U6NPO,40,58654,24487,626,141,2,4.66,24,0.21,2,0,1,0,0,164.13,0,0,0,1,0,1,0.3511883475765232
IIN248,38,34333,7415,742,212,2,20.43,48,0.1,0,0,1,0,0,53.27,0,0,1,0,0,0,0.6088480818127106
2JG4E4,27,37833,12984,804,31,2,19.26,48,0.1,2,0,1,1,1,83.27,0,0,1,0,0,0,0.6166318111947472
KE7SD7,46,44037,18563,573,302,1,13.24,60,0.1,0,0,1,1,0,188.03,0,0,0,1,0,0,0.3606113184872534
1PC3SX,51,49191,15750,495,241,2,24.24,48,0.1,1,1,0,0,0,253.93,0,0,1,0,0,0,0.6048335777632405
CJWTMQ,63,46418,11649,697,406,4,21.62,24,0.13,1,1,0,1,0,121.09,0,1,0,1,0,0,0.3346618001876888
SYO7YL,43,30256,31965,791,247,4,5.01,60,0.18,0,1,1,0,0,200.23,0,0,1,0,0,0,0.32536449188893524
Q4413U,36,31373,44474,765,180,3,5.13,24,0.55,0,1,1,0,0,316.14,1,0,0,1,0,1,0.4058599066947183
NKM0WM,58,30435,19270,797,439,4,11.37,60,0.12,0,0,1,0,0,125.39,0,1,0,1,0,0,0.2661913272491319
F541TT,58,25803,8166,439,353,2,19.85,36,0.11,0,0,1,0,0,107.55,1,0,0,1,0,0,0.4979120102680602
7TEJ9Y,38,44258,24564,460,148,3,13.91,48,0.13,1,0,0,0,0,342.86,0,0,0,0,0,0,0.6001915610868904
2L6Y2U,60,56057,11315,500,369,1,17.51,24,0.11,1,0,1,1,0,133.03,0,0,0,1,0,0,0.31396198527191416
2HIA3R,28,24333,11077,370,50,3,14.17,60,0.1,1,1,0,1,0,184.99,0,0,1,0,0,0,0.6288154499524
YA12HU,47,44945,60760,799,224,3,9.18,36,0.4,1,1,0,1,0,465.11,0,0,1,0,0,1,0.31278226296941286
7DM0NT,59,42354,16244,687,308,2,15.36,24,0.21,1,1,0,0,0,133.11,0,0,1,0,0,0,0.36114329793012584
XYN0EY,38,95670,56045,642,109,4,11.9,60,0.1,3,0,1,0,1,681.79,0,1,0,0,0,1,0.4695496026055063
HCG13R,33,62851,41747,832,68,1,24.88,12,0.55,3,0,0,0,0,280.44,0,0,0,0,0,1,0.7133009264806899
KHUP29,44,51060,14964,344,220,1,16.57,48,0.1,1,1,0,1,0,216.2,0,1,0,0,0,0,0.43869803134255386
0KUSG6,30,36749,6971,403,59,1,3.93,60,0.1,1,1,1,0,0,71.61,1,0,0,1,0,0,0.4707122649360786
MAG4FQ,62,39506,6451,545,507,4,20.62,24,0.1,0,1,0,1,0,108.86,0,0,0,0,0,0,0.3969140706502161
LT042F,60,26010,29837,839,412,4,4.9,48,0.25,0,1,1,1,0,195.09,0,0,0,0,1,1,0.15454598723630955
9KN467,23,29808,5000,838,0,1,5.04,24,0.1,1,0,1,1,1,15.2,0,0,1,0,1,0,0.4072260534792031
5GN3EG,22,25936,7017,529,0,1,8.77,60,0.1,1,1,1,1,0,96.34,0,1,0,0,1,0,0.44867996475122895
U0PZL4,18,16000,5347,667,0,3,24.18,24,0.18,0,0,0,0,0,40.74,0,1,0,0,1,0,0.8151026769522514
TJEDJD,40,49543,18506,524,179,3,4.35,24,0.2,1,1,0,0,0,203.56,1,0,0,0,0,0,0.4389088321456417
LZAX1A,41,29177,14494,727,167,4,11.47,24,0.26,1,0,1,1,0,103.75,0,0,1,0,1,0,0.40867641226679857
DIYHDE,57,35355,6548,428,262,3,18.25,48,0.1,1,1,0,1,0,125.67,0,0,1,0,0,0,0.4172725211284386
QR3DQL,40,58051,18606,499,144,1,8.33,48,0.1,2,1,0,1,0,199.01,0,1,0,0,1,0,0.3262874537321797
FBJ22W,50,45733,25832,602,312,1,10.85,36,0.18,1,0,0,1,0,155.55,0,1,0,1,0,0,0.28516809350524985
PGAXLG,35,50577,20112,406,94,3,11.93,12,0.41,2,1,0,1,1,285.58,0,0,1,0,0,1,0.5220627421774925
0RLI1D,46,35632,26653,753,266,1,4.63,12,0.55,0,0,1,0,0,108.18,0,0,1,0,0,1,0.2798552487314062
